Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Equiv_Grade,College,Degree_Program
S02304,28,Male,24,Reading/Writing,9,Yes,61,72,69,No,Medium,12,8,3.405,Business and Finance,Business Administration
,19,Female,,,,,,,,,,,,0,Health Sciences,Pharmacy
S02306,22,Female,40,Visual,18,Yes,61,68,92,Yes,High,17,6,3.535,Health Sciences,Pharmacy
S02307,21,Female,14,Kinesthetic,20,No,64,49,52,Yes,Low,20,10,2.705,Engineering,Computer
S02308,22,Male,46,Kinesthetic,9,Yes,90,49,77,Yes,Low,17,8,3.345,Health Sciences,Public Health
S02309,21,Male,28,Reading/Writing,6,Yes,62,53,98,No,Medium,1,6,3.235,Business and Finance,Business Administration
S02310,27,Female,41,Reading/Writing,1,No,86,43,80,Yes,Medium,9,6,3.165,Business and Finance,Accountancy
S02311,19,Female,24,Auditory,15,Yes,62,97,86,Yes,High,2,7,4.215,Business and Finance,Accountancy
S02312,29,Male,30,Auditory,12,No,64,94,73,Yes,Low,29,4,4.04,Engineering,Mechanical
S02313,27,Male,42,Visual,17,Yes,96,44,78,Yes,Medium,2,10,3.32,Business and Finance,Entrepreneurship
S02314,24,Female,18,Auditory,6,No,97,42,96,Yes,Low,22,7,3.465,Health Sciences,Public Health
S02315,29,Female,14,Auditory,19,Yes,78,77,67,Yes,Medium,4,8,3.765,Business and Finance,Business Administration
S02316,25,Female,34,Visual,2,Yes,100,79,67,Yes,High,26,4,4.145,Engineering,Mechanical
S02317,27,Male,41,Kinesthetic,16,Yes,70,61,98,Yes,High,21,6,3.555,Business and Finance,Business Administration
S02318,27,Female,22,Reading/Writing,15,Yes,53,45,87,Yes,Medium,20,9,2.79,Engineering,Mechanical
S02319,28,Female,26,Kinesthetic,11,Yes,80,48,53,Yes,High,20,9,2.93,Health Sciences,Medical Technology
S02320,21,Female,40,Visual,9,No,52,47,80,Yes,High,4,5,2.755,Business and Finance,Business Administration
S02321,19,Female,7,Reading/Writing,12,No,65,40,75,Yes,Low,7,5,2.725,Business and Finance,Economics
S02322,29,Other,10,Reading/Writing,7,Yes,94,86,76,Yes,High,2,10,4.32,Health Sciences,Public Health
S02323,23,Female,15,Kinesthetic,13,No,92,65,82,No,Low,0,10,3.825,Health Sciences,Pharmacy
S02324,22,Female,48,Auditory,4,Yes,95,73,59,Yes,Medium,15,9,3.84,Engineering,Electronic
S02325,27,Male,22,Visual,1,Yes,55,56,92,Yes,Medium,6,7,3.145,Business and Finance,Business Administration
S02326,26,Female,45,Kinesthetic,20,Yes,84,61,86,Yes,Low,8,5,3.645,Business and Finance,Economics
S02327,29,Male,46,Kinesthetic,13,Yes,70,43,87,Yes,Medium,12,6,2.995,Health Sciences,Public Health
S02328,22,Female,49,Kinesthetic,15,Yes,98,81,72,Yes,Low,26,5,4.215,Engineering,Mechanical
S02329,24,Male,8,Reading/Writing,13,No,80,52,71,Yes,Low,8,10,3.21,Business and Finance,Economics
S02330,29,Male,33,Reading/Writing,19,Yes,94,40,54,Yes,Low,17,4,2.95,Health Sciences,Nursing
S02331,21,Male,8,Auditory,0,No,87,48,57,Yes,Medium,3,10,3.075,Business and Finance,Entrepreneurship
S02332,18,Male,19,Auditory,19,Yes,65,74,55,Yes,Medium,17,9,3.375,Health Sciences,Medical Technology
S02333,25,Female,47,Reading/Writing,5,No,51,49,88,No,Low,20,5,2.87,Business and Finance,Business Administration
S02334,28,Female,9,Reading/Writing,17,Yes,55,74,100,Yes,Medium,14,10,3.675,Engineering,Computer
S02335,22,Male,36,Kinesthetic,17,Yes,53,42,62,No,Medium,13,8,2.465,Business and Finance,Entrepreneurship
S02336,24,Male,37,Kinesthetic,14,No,66,79,69,Yes,Medium,9,6,3.655,Business and Finance,Business Administration
S02337,21,Male,26,Auditory,7,No,68,50,81,Yes,Medium,15,4,3.08,Business and Finance,Entrepreneurship
S02338,23,Male,8,Visual,3,Yes,83,53,69,No,Low,25,5,3.26,Business and Finance,Accountancy
S02339,23,Male,11,Visual,0,No,72,77,66,No,Low,25,7,3.665,Business and Finance,Accountancy
S02340,22,Female,11,Reading/Writing,15,No,91,40,94,Yes,Low,22,10,3.305,Business and Finance,Entrepreneurship
,29,Female,,,13,No,,87,,,,25,4,2.175,Health Sciences,Pharmacy
S02342,28,Male,48,Auditory,10,No,83,94,96,Yes,Medium,25,6,4.555,Business and Finance,Business Administration
S02343,27,Female,43,Reading/Writing,6,No,85,43,77,Yes,Medium,19,8,3.12,Health Sciences,Nursing
S02344,20,Male,9,Kinesthetic,13,Yes,81,52,62,No,Medium,6,7,3.135,Business and Finance,Accountancy
S02345,,Male,21,Reading/Writing,14,No,,62,,,Medium,9,,1.55,Business and Finance,Accountancy
S02346,19,Female,6,Kinesthetic,18,No,68,89,76,Yes,Medium,28,10,4.005,Engineering,Mechanical
S02347,20,Male,13,Reading/Writing,17,Yes,68,96,54,No,Medium,17,5,3.96,Business and Finance,Entrepreneurship
S02348,24,Female,18,Kinesthetic,3,Yes,86,54,80,Yes,Medium,7,4,3.44,Health Sciences,Public Health
S02349,18,Male,42,Auditory,7,Yes,96,63,77,No,Medium,2,5,3.785,Health Sciences,Medical Technology
S02350,27,Female,6,Kinesthetic,16,Yes,80,77,86,Yes,Low,7,7,3.985,Business and Finance,Entrepreneurship
S02351,22,Male,27,Reading/Writing,18,Yes,91,82,90,Yes,Low,15,5,4.315,Business and Finance,Economics
S02352,22,Female,20,Reading/Writing,9,Yes,88,99,75,No,High,17,5,4.545,Engineering,Electrical
S02353,23,Female,36,Kinesthetic,7,Yes,71,74,87,Yes,Medium,12,6,3.785,Engineering,Electrical
S02354,25,Female,6,Auditory,9,Yes,91,71,53,Yes,High,27,10,3.67,Health Sciences,Nursing
S02355,29,Male,9,Visual,2,No,80,41,86,No,High,10,10,3.085,Health Sciences,Medical Technology
S02356,19,Female,33,Reading/Writing,15,No,90,55,62,Yes,Low,14,9,3.345,Health Sciences,Nursing
S02357,28,Female,43,Auditory,9,No,52,91,89,No,Medium,8,10,3.945,Business and Finance,Business Administration
S02358,26,Male,30,Auditory,6,Yes,52,41,68,Yes,High,8,8,2.485,Health Sciences,Medical Technology
S02359,28,Female,39,Reading/Writing,19,No,99,92,52,No,Medium,30,8,4.305,Business and Finance,Economics
S02360,19,Male,30,Reading/Writing,1,No,66,90,97,Yes,Low,7,4,4.21,Engineering,Computer
,18,Male,45,Auditory,,Yes,56,,97,No,Low,,8,1.81,Business and Finance,Accountancy
S02362,28,Female,33,Visual,0,Yes,73,64,65,Yes,Medium,5,9,3.345,Business and Finance,Accountancy
S02363,29,Male,22,Auditory,3,No,51,42,92,Yes,High,19,10,2.735,Engineering,Electrical
S02364,22,Female,13,Kinesthetic,1,Yes,65,70,75,Yes,High,0,10,3.475,Engineering,Mechanical
S02365,21,Male,47,Reading/Writing,1,Yes,71,86,72,Yes,Medium,27,9,3.935,Engineering,Mechanical
S02366,28,Male,48,Auditory,3,Yes,78,86,61,Yes,High,10,7,3.93,Engineering,Computer
S02367,22,Female,24,Visual,2,Yes,74,90,75,Yes,High,25,9,4.11,Business and Finance,Business Administration
S02368,20,Male,7,Visual,9,Yes,84,55,84,No,Medium,14,10,3.475,Health Sciences,Nursing
S02369,28,Female,5,Auditory,4,No,81,94,58,No,Low,15,5,4.145,Business and Finance,Accountancy
S02370,26,Female,24,Visual,8,Yes,81,60,63,Yes,Medium,18,8,3.345,Engineering,Computer
S02371,24,Other,42,Auditory,11,Yes,88,73,71,Yes,Low,3,8,3.855,Health Sciences,Nursing
S02372,18,Male,36,Visual,9,Yes,78,66,99,Yes,Medium,1,9,3.81,Business and Finance,Entrepreneurship
S02373,25,Female,48,Auditory,10,Yes,86,93,72,Yes,Medium,2,10,4.335,Business and Finance,Economics
S02374,19,Female,46,Reading/Writing,12,Yes,90,54,52,Yes,High,11,7,3.22,Business and Finance,Accountancy
S02375,24,Male,32,Kinesthetic,15,Yes,87,62,83,Yes,Medium,26,7,3.685,Business and Finance,Business Administration
S02376,18,Female,16,Auditory,9,Yes,78,49,94,Yes,Medium,2,6,3.335,Health Sciences,Nursing
S02377,23,Female,21,Reading/Writing,6,Yes,68,70,81,Yes,Medium,20,10,3.58,Business and Finance,Economics
S02378,22,Other,44,Visual,13,No,89,88,78,Yes,High,9,8,4.315,Engineering,Mechanical
S02379,25,Female,48,Kinesthetic,17,No,57,96,84,Yes,High,29,5,4.095,Engineering,Computer
S02380,25,Female,22,Kinesthetic,5,No,94,78,79,No,Medium,22,7,4.15,Engineering,Electronic
S02381,19,Female,6,Auditory,9,Yes,91,55,73,Yes,Low,25,10,3.47,Engineering,Mechanical
S02382,28,Male,34,Visual,10,No,89,97,80,Yes,Low,1,6,4.56,Business and Finance,Business Administration
S02383,18,Male,30,Kinesthetic,6,No,88,62,99,Yes,Medium,3,6,3.86,Business and Finance,Business Administration
S02384,21,Female,7,Reading/Writing,5,Yes,94,48,58,Yes,Medium,22,8,3.19,Business and Finance,Economics
S02385,20,Male,47,Visual,10,Yes,96,93,55,Yes,Medium,2,9,4.315,Business and Finance,Business Administration
S02386,28,Female,29,Auditory,3,Yes,95,43,57,Yes,Medium,8,7,3.07,Engineering,Electrical
S02387,24,Female,26,Visual,5,Yes,77,50,81,Yes,Medium,29,10,3.215,Business and Finance,Accountancy
S02388,27,Male,9,Auditory,15,Yes,94,62,66,No,High,29,8,3.62,Business and Finance,Economics
S02389,27,Male,32,Auditory,2,Yes,98,99,75,Yes,Medium,14,8,4.695,Business and Finance,Economics
S02390,27,Male,12,Auditory,19,No,62,65,50,Yes,High,4,6,3.055,Business and Finance,Economics
S02391,27,Female,6,Auditory,13,Yes,72,84,67,Yes,Medium,6,4,3.85,Health Sciences,Nursing
S02392,20,Female,23,Kinesthetic,18,Yes,82,81,92,No,Medium,17,5,4.175,Business and Finance,Business Administration
S02393,22,Other,27,Visual,6,Yes,99,76,77,No,Low,5,4,4.155,Business and Finance,Accountancy
S02394,24,Other,9,Reading/Writing,16,Yes,96,85,60,Yes,Low,22,8,4.165,Engineering,Computer
S02395,19,Male,6,Visual,4,No,66,89,77,Yes,Medium,7,9,3.985,Engineering,Electronic
S02396,19,Male,48,Reading/Writing,0,Yes,53,72,77,Yes,High,24,8,3.365,Business and Finance,Accountancy
S02397,21,Male,38,Visual,12,Yes,96,77,74,Yes,Low,26,6,4.105,Health Sciences,Medical Technology
S02398,24,Male,16,Kinesthetic,3,Yes,74,61,92,Yes,Medium,12,8,3.555,Engineering,Electronic
S02399,20,Male,7,Auditory,1,Yes,95,57,88,No,Medium,30,10,3.73,Business and Finance,Accountancy
S02400,29,Male,41,Reading/Writing,11,No,81,82,84,Yes,Low,12,9,4.105,Engineering,Electronic
S02401,18,Male,17,Kinesthetic,18,No,72,73,74,No,Medium,19,8,3.645,Business and Finance,Entrepreneurship
S02402,25,Male,5,Reading/Writing,17,No,93,82,98,Yes,High,7,7,4.425,Engineering,Electrical
S02403,19,Other,44,Auditory,16,Yes,56,95,76,Yes,Medium,9,5,3.975,Business and Finance,Accountancy
S02404,26,Male,7,Visual,9,Yes,60,45,86,Yes,High,20,6,2.885,Engineering,Electrical
S02405,28,Male,13,Auditory,5,No,54,75,62,No,High,30,7,3.305,Business and Finance,Entrepreneurship
S02406,20,Male,13,Reading/Writing,7,Yes,52,64,73,Yes,Medium,20,4,3.11,Health Sciences,Medical Technology
S02407,24,Male,8,Kinesthetic,17,Yes,69,89,53,Yes,Medium,28,6,3.79,Health Sciences,Public Health
S02408,27,Female,7,Auditory,13,Yes,84,93,64,Yes,Medium,13,10,4.225,Engineering,Mechanical
S02409,22,Male,41,Auditory,18,Yes,68,98,64,No,Low,10,5,4.11,Business and Finance,Business Administration
S02410,18,Female,19,Reading/Writing,3,No,57,47,77,Yes,Medium,12,7,2.8,Engineering,Electronic
S02411,26,Female,35,Auditory,5,No,68,86,91,Yes,High,4,4,4.08,Engineering,Mechanical
S02412,20,Female,16,Visual,5,Yes,56,50,78,Yes,Medium,28,4,2.87,Health Sciences,Pharmacy
S02413,23,Male,49,Reading/Writing,7,Yes,60,64,58,No,Low,1,6,3.08,Business and Finance,Business Administration
S02414,26,Female,11,Auditory,5,No,79,42,96,Yes,Low,19,5,3.195,Engineering,Computer
S02415,29,Female,13,Kinesthetic,17,Yes,91,84,68,Yes,High,1,7,4.145,Engineering,Mechanical
S02416,23,Male,46,Reading/Writing,17,Yes,92,43,95,No,Medium,6,6,3.405,Engineering,Mechanical
S02417,22,Female,41,Visual,5,Yes,59,87,89,Yes,High,15,10,3.95,Engineering,Electronic
S02418,25,Male,8,Auditory,3,Yes,55,94,81,Yes,Low,5,5,3.985,Engineering,Computer
S02419,18,Male,31,Reading/Writing,20,Yes,51,47,59,No,Medium,5,4,2.53,Engineering,Computer
S02420,25,Female,24,Auditory,8,No,76,66,94,Yes,Low,3,10,3.73,Business and Finance,Accountancy
S02421,19,Female,38,Auditory,11,Yes,97,45,88,Yes,Medium,13,8,3.46,Business and Finance,Accountancy
S02422,26,Female,8,Kinesthetic,11,Yes,90,48,69,No,Low,25,8,3.24,Engineering,Mechanical
S02423,24,Female,49,Kinesthetic,14,Yes,54,93,61,No,Medium,16,5,3.745,Engineering,Mechanical
S02424,18,Other,40,Kinesthetic,17,No,81,91,52,Yes,High,17,10,4.01,Health Sciences,Medical Technology
S02425,20,Male,43,Kinesthetic,8,No,70,98,66,No,Medium,1,7,4.16,Engineering,Electrical
S02426,29,Female,43,Visual,14,Yes,51,46,63,Yes,Medium,3,6,2.545,Health Sciences,Medical Technology
S02427,26,Male,16,Auditory,7,No,86,67,56,No,High,16,4,3.525,Business and Finance,Accountancy
S02428,26,Female,26,Reading/Writing,1,No,50,86,81,No,High,30,7,3.71,Health Sciences,Nursing
S02429,27,Other,29,Kinesthetic,14,Yes,59,100,71,Yes,High,14,5,4.095,Health Sciences,Pharmacy
S02430,20,Male,43,Reading/Writing,19,Yes,85,50,87,Yes,Medium,23,9,3.395,Health Sciences,Pharmacy
S02431,18,Female,49,Visual,12,No,96,94,58,No,Medium,21,8,4.37,Health Sciences,Nursing
S02432,23,Other,8,Visual,14,Yes,75,47,97,Yes,High,17,9,3.27,Business and Finance,Economics
S02433,23,Male,22,Reading/Writing,16,Yes,79,53,67,No,Medium,3,6,3.18,Engineering,Electronic
S02434,18,Male,37,Auditory,1,Yes,60,79,92,Yes,Medium,0,9,3.795,Engineering,Computer
S02435,28,Female,32,Auditory,10,Yes,58,96,50,Yes,Medium,4,10,3.77,Engineering,Computer
S02436,18,Female,42,Reading/Writing,2,Yes,83,73,84,Yes,High,9,4,3.91,Health Sciences,Pharmacy
S02437,26,Female,28,Visual,1,Yes,76,44,53,Yes,Low,11,5,2.77,Business and Finance,Economics
S02438,19,Male,45,Auditory,10,No,92,43,87,No,Medium,30,4,3.325,Business and Finance,Business Administration
S02439,19,Male,22,Kinesthetic,0,Yes,60,94,91,Yes,Low,25,7,4.16,Engineering,Electrical
S02440,27,Male,48,Kinesthetic,15,No,93,75,91,Yes,Medium,20,4,4.18,Health Sciences,Nursing
S02441,28,Male,38,Auditory,11,Yes,88,85,80,No,High,23,10,4.245,Business and Finance,Business Administration
S02442,24,Male,23,Auditory,20,Yes,90,74,85,Yes,Low,13,5,4.05,Business and Finance,Economics
S02443,26,Male,46,Visual,9,No,99,45,77,Yes,Medium,25,10,3.38,Health Sciences,Medical Technology
S02444,24,Male,42,Auditory,1,Yes,75,69,65,No,Low,6,8,3.5,Business and Finance,Accountancy
S02445,28,Male,22,Reading/Writing,6,No,80,41,69,No,Medium,3,8,2.915,Engineering,Computer
S02446,26,Male,45,Kinesthetic,2,Yes,61,49,74,No,Medium,11,4,2.88,Business and Finance,Economics
S02447,21,Female,49,Visual,7,No,62,57,68,Yes,Medium,19,5,3.035,Business and Finance,Entrepreneurship
S02448,29,Male,24,Kinesthetic,17,Yes,76,58,76,No,Low,23,6,3.35,Health Sciences,Medical Technology
S02449,18,Male,46,Auditory,12,No,51,44,75,Yes,Medium,27,6,2.615,Health Sciences,Public Health
S02450,28,Other,25,Visual,12,Yes,100,55,65,Yes,High,30,7,3.525,Engineering,Electrical
S02451,27,Female,10,Reading/Writing,13,No,73,94,55,Yes,Low,23,9,3.995,Engineering,Electrical
S02452,21,Male,41,Auditory,13,No,84,53,55,Yes,Medium,17,6,3.135,Engineering,Electronic
S02453,20,Female,7,Auditory,5,Yes,79,87,97,Yes,High,7,5,4.33,Business and Finance,Business Administration
S02454,19,Male,19,Auditory,13,Yes,87,88,60,Yes,Medium,25,10,4.105,Health Sciences,Nursing
S02455,18,Female,47,Auditory,0,Yes,58,68,58,Yes,High,27,5,3.15,Business and Finance,Business Administration
S02456,21,Female,19,Reading/Writing,17,Yes,71,42,61,Yes,Low,7,10,2.725,Business and Finance,Business Administration
S02457,21,Male,35,Reading/Writing,12,Yes,65,64,96,No,Low,27,4,3.535,Engineering,Electrical
S02458,18,Male,12,Kinesthetic,12,No,87,81,94,No,Medium,2,10,4.27,Business and Finance,Accountancy
S02459,18,Male,6,Visual,9,Yes,54,66,98,Yes,Low,18,7,3.44,Business and Finance,Business Administration
S02460,23,Female,35,Auditory,13,Yes,75,58,70,Yes,Medium,19,6,3.275,Engineering,Computer
S02461,29,Male,47,Auditory,3,No,74,64,87,Yes,Low,6,10,3.58,Engineering,Electronic
S02462,25,Male,20,Kinesthetic,20,No,64,52,61,Yes,Medium,29,7,2.87,Health Sciences,Pharmacy
S02463,25,Male,32,Auditory,16,No,62,74,68,Yes,Medium,15,7,3.46,Health Sciences,Pharmacy
S02464,23,Female,16,Visual,7,No,87,58,84,Yes,Medium,1,6,3.595,Engineering,Mechanical
S02465,22,Male,26,Reading/Writing,13,No,96,90,80,Yes,Medium,4,8,4.49,Engineering,Computer
S02466,21,Female,16,Kinesthetic,0,Yes,58,77,60,Yes,Medium,5,4,3.395,Health Sciences,Medical Technology
S02467,28,Male,34,Visual,11,Yes,97,80,61,Yes,Low,16,10,4.065,Business and Finance,Economics
S02468,28,Female,43,Reading/Writing,11,Yes,61,40,79,Yes,Low,19,7,2.705,Engineering,Mechanical
S02469,24,Male,9,Visual,0,Yes,73,93,52,No,Medium,16,9,3.94,Engineering,Mechanical
S02470,27,Male,15,Visual,17,No,75,90,82,Yes,Low,30,6,4.195,Business and Finance,Accountancy
S02471,23,Female,48,Kinesthetic,20,No,61,94,83,Yes,Low,17,10,4.095,Engineering,Electrical
S02472,20,Male,7,Visual,9,Yes,85,67,61,No,Medium,10,5,3.56,Engineering,Electrical
S02473,24,Female,44,Kinesthetic,1,No,56,88,83,No,High,28,5,3.87,Business and Finance,Economics
S02474,19,Male,12,Visual,3,Yes,51,88,54,No,Medium,17,9,3.505,Engineering,Electrical
S02475,27,Female,22,Kinesthetic,17,Yes,91,99,61,Yes,High,20,8,4.45,Health Sciences,Public Health
S02476,24,Male,42,Auditory,16,No,75,43,70,Yes,Medium,18,9,2.9,Engineering,Electronic
S02477,18,Female,16,Auditory,0,Yes,91,87,89,Yes,High,5,5,4.43,Engineering,Mechanical
S02478,20,Female,19,Auditory,15,Yes,100,72,90,Yes,High,20,5,4.2,Engineering,Computer
S02479,21,Male,40,Kinesthetic,13,Yes,53,99,70,Yes,Medium,7,4,3.97,Business and Finance,Business Administration
S02480,23,Male,28,Visual,19,Yes,80,79,64,Yes,Low,27,7,3.815,Health Sciences,Nursing
S02481,20,Male,20,Auditory,14,Yes,51,99,63,Yes,High,13,8,3.87,Engineering,Electrical
S02482,23,Male,31,Kinesthetic,5,Yes,80,57,56,Yes,Medium,4,10,3.185,Health Sciences,Nursing
S02483,21,Female,17,Visual,11,No,60,78,57,No,Low,9,7,3.42,Health Sciences,Pharmacy
S02484,20,Male,44,Kinesthetic,4,No,77,98,91,Yes,Medium,30,4,4.515,Engineering,Electronic
S02485,28,Female,39,Visual,2,Yes,93,42,97,Yes,Medium,25,8,3.415,Health Sciences,Medical Technology
S02486,20,Female,14,Kinesthetic,0,No,64,52,58,Yes,Medium,14,7,2.84,Health Sciences,Pharmacy
S02487,28,Female,17,Visual,0,No,80,92,98,Yes,Low,24,10,4.48,Health Sciences,Pharmacy
S02488,23,Female,20,Kinesthetic,2,No,77,48,93,Yes,Medium,16,7,3.285,Business and Finance,Economics
S02489,25,Male,44,Auditory,20,Yes,84,99,77,No,Medium,15,5,4.505,Health Sciences,Nursing
S02490,28,Male,13,Visual,19,Yes,52,93,53,Yes,Low,16,10,3.635,Health Sciences,Medical Technology
S02491,25,Male,12,Reading/Writing,16,Yes,51,90,69,Yes,Medium,22,5,3.705,Business and Finance,Entrepreneurship
S02492,21,Female,27,Kinesthetic,7,Yes,89,60,57,Yes,Medium,2,8,3.405,Health Sciences,Pharmacy
S02493,20,Female,42,Reading/Writing,17,Yes,76,57,75,Yes,High,6,5,3.315,Business and Finance,Economics
S02494,25,Male,27,Reading/Writing,18,Yes,77,65,67,Yes,Medium,16,6,3.45,Health Sciences,Pharmacy
S02495,19,Female,22,Reading/Writing,6,No,81,43,88,Yes,Medium,29,9,3.17,Health Sciences,Pharmacy
S02496,22,Female,34,Visual,10,No,63,59,84,No,High,30,6,3.26,Business and Finance,Economics
S02497,29,Other,49,Reading/Writing,5,No,69,65,95,No,High,26,8,3.61,Health Sciences,Public Health
S02498,19,Male,39,Visual,5,Yes,85,42,82,Yes,Low,0,7,3.145,Business and Finance,Business Administration
,27,,,,13,Yes,51,,87,Yes,,,8,1.635,Business and Finance,Economics
S02500,22,Female,43,Kinesthetic,18,Yes,69,46,65,Yes,Medium,30,6,2.835,Business and Finance,Entrepreneurship
S02501,19,Female,43,Kinesthetic,15,No,89,67,69,Yes,Medium,28,4,3.7,Business and Finance,Business Administration
S02502,18,Male,23,Reading/Writing,5,Yes,86,45,88,No,Low,30,10,3.295,Business and Finance,Accountancy
S02503,24,Male,42,Auditory,3,Yes,76,99,99,No,Low,9,10,4.605,Engineering,Electrical
S02504,29,Female,20,Kinesthetic,16,No,84,82,88,Yes,Medium,23,5,4.19,Engineering,Computer
S02505,19,Male,23,Auditory,20,No,51,50,56,Yes,Medium,19,8,2.575,Business and Finance,Entrepreneurship
S02506,28,Female,13,Auditory,0,No,56,82,67,No,Medium,2,6,3.56,Business and Finance,Entrepreneurship
S02507,23,Male,33,Reading/Writing,10,Yes,82,100,64,Yes,High,11,6,4.37,Engineering,Mechanical
S02508,27,Female,45,Visual,14,No,64,49,56,No,Low,10,8,2.745,Engineering,Mechanical
S02509,18,Female,25,Reading/Writing,10,Yes,63,69,92,Yes,Medium,17,8,3.59,Health Sciences,Public Health
S02510,19,Female,18,Auditory,9,Yes,63,51,95,Yes,High,13,5,3.17,Engineering,Electrical
S02511,18,Male,37,Visual,3,No,77,71,65,No,Low,8,5,3.58,Business and Finance,Accountancy
S02512,23,Male,48,Auditory,0,Yes,80,74,86,Yes,Low,17,6,3.91,Health Sciences,Pharmacy
S02513,22,Female,49,Reading/Writing,7,Yes,96,52,69,No,Medium,13,5,3.43,Engineering,Computer
S02514,19,Male,13,Kinesthetic,12,No,78,62,67,No,Medium,5,5,3.39,Business and Finance,Business Administration
S02515,26,Male,34,Visual,19,Yes,88,74,52,Yes,Low,9,8,3.69,Business and Finance,Economics
S02516,23,Female,13,Visual,13,No,85,88,62,Yes,Low,28,8,4.095,Health Sciences,Pharmacy
S02517,27,Male,34,Auditory,14,No,92,83,60,No,Medium,17,4,4.055,Engineering,Mechanical
S02518,22,Male,27,Visual,11,No,98,97,91,Yes,High,0,10,4.805,Business and Finance,Business Administration
S02519,26,Female,7,Visual,8,Yes,87,86,52,Yes,Low,9,8,3.975,Engineering,Mechanical
S02520,28,Female,9,Kinesthetic,0,Yes,55,74,62,Yes,Low,15,10,3.295,Engineering,Electrical
S02521,26,Male,6,Visual,17,No,98,78,65,Yes,High,8,7,4.07,Engineering,Electronic
S02522,27,Male,31,Reading/Writing,0,No,92,41,60,Yes,Low,2,6,3.005,Business and Finance,Business Administration
S02523,29,Female,11,Visual,0,Yes,78,77,54,Yes,Low,12,6,3.635,Engineering,Mechanical
S02524,18,Female,41,Kinesthetic,4,No,57,99,68,Yes,Low,22,5,4.01,Business and Finance,Business Administration
S02525,29,Male,43,Auditory,10,No,62,58,77,Yes,High,13,5,3.15,Health Sciences,Nursing
S02526,25,Male,28,Auditory,10,Yes,70,64,65,Yes,High,24,10,3.3,Business and Finance,Business Administration
S02527,24,Female,45,Visual,20,Yes,60,69,56,Yes,Low,17,9,3.185,Health Sciences,Pharmacy
S02528,26,Female,33,Visual,5,Yes,50,79,58,No,High,0,9,3.305,Health Sciences,Pharmacy
S02529,25,Other,6,Kinesthetic,9,Yes,92,49,54,No,Low,8,10,3.145,Engineering,Electronic
S02530,22,Male,23,Reading/Writing,4,Yes,61,84,74,Yes,Medium,1,10,3.755,Engineering,Electronic
S02531,21,Female,24,Auditory,15,Yes,56,61,84,No,Low,23,9,3.205,Health Sciences,Nursing
S02532,26,Male,23,Auditory,15,No,60,50,52,No,Medium,16,5,2.67,Engineering,Electronic
