,Age,Gender,StudyHrs,Learning_Style,Courses_Comp,Discuss_Part,AssignRate,Exam_Score(%),AttendRate,TechUse,StressLevel,SocMediaHrs,SleepHrs,Equiv_Grade,College,Degree_Program
3267,19.0,Male,29.0,Reading/Writing,12.0,No,84.0,79.0,81.0,Yes,Low,30.0,8.0,4.045,Health Sciences,Medical Technology
3268,18.0,Male,44.0,Kinesthetic,6.0,Yes,70.0,61.0,68.0,Yes,Medium,1.0,7.0,3.255,Engineering,Computer
3269,27.0,Female,6.0,Reading/Writing,19.0,No,86.0,65.0,87.0,Yes,High,15.0,10.0,3.785,Engineering,Electronic
3270,25.0,Female,21.0,Auditory,15.0,Yes,96.0,87.0,80.0,No,Low,6.0,9.0,4.415,Business and Finance,Business Administration
3271,22.0,Male,7.0,Reading/Writing,2.0,Yes,86.0,48.0,67.0,No,High,14.0,5.0,3.16,Engineering,Computer
3272,25.0,Male,44.0,Auditory,0.0,No,57.0,98.0,73.0,Yes,Medium,21.0,10.0,4.035,Engineering,Electronic
3273,29.0,Female,8.0,Kinesthetic,6.0,No,72.0,85.0,72.0,Yes,Medium,29.0,6.0,3.925,Engineering,Electronic
3274,21.0,Male,21.0,Reading/Writing,5.0,No,51.0,80.0,53.0,Yes,Low,25.0,10.0,3.295,Business and Finance,Economics
3275,25.0,Female,40.0,Kinesthetic,1.0,Yes,64.0,87.0,73.0,Yes,High,22.0,9.0,3.865,Business and Finance,Accountancy
3276,21.0,Male,5.0,Auditory,12.0,Yes,60.0,42.0,85.0,No,Medium,11.0,4.0,2.8,Engineering,Electrical
3277,20.0,Female,49.0,Reading/Writing,18.0,Yes,54.0,93.0,81.0,Yes,Low,7.0,9.0,3.945,Health Sciences,Nursing
3278,25.0,Male,13.0,Kinesthetic,17.0,No,62.0,55.0,69.0,Yes,Medium,1.0,4.0,2.995,Health Sciences,Nursing
3279,19.0,Female,10.0,Kinesthetic,9.0,Yes,62.0,68.0,64.0,Yes,High,20.0,6.0,3.27,Health Sciences,Public Health
3280,21.0,Male,29.0,Kinesthetic,10.0,Yes,87.0,74.0,65.0,Yes,High,29.0,7.0,3.805,Health Sciences,Public Health
3281,24.0,Male,13.0,Visual,2.0,Yes,96.0,50.0,78.0,No,Medium,0.0,5.0,3.47,Health Sciences,Nursing
3282,25.0,Female,11.0,Reading/Writing,2.0,Yes,66.0,90.0,83.0,Yes,Medium,11.0,10.0,4.07,Business and Finance,Business Administration
3283,27.0,Female,45.0,Reading/Writing,1.0,No,86.0,42.0,77.0,Yes,Low,25.0,4.0,3.11,Health Sciences,Medical Technology
3284,25.0,Other,12.0,Auditory,12.0,No,83.0,41.0,82.0,No,High,16.0,8.0,3.09,Engineering,Electrical
3285,25.0,Female,46.0,Kinesthetic,2.0,Yes,52.0,66.0,79.0,Yes,High,11.0,9.0,3.22,Engineering,Electrical
3286,18.0,Male,9.0,Kinesthetic,11.0,Yes,79.0,45.0,65.0,No,Low,3.0,8.0,2.96,Health Sciences,Pharmacy
3287,28.0,Female,47.0,Kinesthetic,20.0,Yes,53.0,82.0,73.0,No,Medium,14.0,4.0,3.575,Engineering,Electronic
3288,20.0,Male,37.0,Kinesthetic,12.0,Yes,99.0,67.0,81.0,No,Medium,20.0,8.0,3.97,Health Sciences,Pharmacy
3289,27.0,Female,9.0,Kinesthetic,14.0,No,87.0,92.0,87.0,Yes,Low,30.0,7.0,4.475,Engineering,Electrical
3290,22.0,Other,30.0,Kinesthetic,17.0,No,60.0,63.0,75.0,Yes,High,6.0,8.0,3.225,Health Sciences,Nursing
3291,22.0,Male,29.0,Reading/Writing,19.0,No,79.0,93.0,90.0,Yes,Low,2.0,5.0,4.41,Business and Finance,Entrepreneurship
3292,24.0,Female,5.0,Auditory,4.0,No,65.0,80.0,73.0,Yes,Medium,22.0,9.0,3.705,Business and Finance,Business Administration
3293,22.0,Female,14.0,Auditory,19.0,No,63.0,46.0,94.0,Yes,High,14.0,9.0,3.035,Engineering,Electrical
3294,18.0,Female,47.0,Reading/Writing,19.0,Yes,80.0,52.0,93.0,Yes,High,26.0,9.0,3.43,Health Sciences,Medical Technology
3295,21.0,Male,42.0,Kinesthetic,11.0,No,95.0,59.0,81.0,No,Medium,19.0,8.0,3.71,Business and Finance,Business Administration
3296,21.0,Female,16.0,Visual,15.0,Yes,77.0,85.0,69.0,Yes,Medium,2.0,9.0,3.97,Engineering,Computer
3297,28.0,Female,15.0,Visual,14.0,Yes,86.0,54.0,60.0,Yes,Medium,18.0,9.0,3.24,Health Sciences,Nursing
3298,28.0,Male,34.0,Visual,10.0,No,90.0,91.0,83.0,No,Medium,29.0,6.0,4.455,Health Sciences,Public Health
3299,26.0,Male,48.0,Kinesthetic,9.0,Yes,95.0,73.0,94.0,Yes,Medium,14.0,5.0,4.19,Engineering,Mechanical
3300,23.0,Male,49.0,Auditory,15.0,No,53.0,41.0,67.0,Yes,Medium,13.0,4.0,2.49,Engineering,Computer
3301,29.0,Female,33.0,Kinesthetic,2.0,Yes,89.0,80.0,70.0,Yes,Low,20.0,8.0,4.035,Business and Finance,Accountancy
3302,25.0,Female,11.0,Visual,7.0,No,87.0,58.0,58.0,Yes,Medium,4.0,8.0,3.335,Health Sciences,Medical Technology
3303,26.0,Female,11.0,Kinesthetic,16.0,Yes,58.0,68.0,56.0,Yes,Low,1.0,7.0,3.13,Business and Finance,Economics
3304,23.0,Male,33.0,Visual,2.0,Yes,79.0,41.0,68.0,Yes,Medium,25.0,10.0,2.89,Engineering,Electronic
3306,19.0,Female,37.0,Kinesthetic,9.0,Yes,55.0,89.0,80.0,Yes,High,19.0,9.0,3.85,Health Sciences,Nursing
3307,21.0,Female,7.0,Auditory,17.0,Yes,62.0,98.0,66.0,Yes,Medium,13.0,10.0,4.04,Health Sciences,Nursing
3308,21.0,Male,25.0,Reading/Writing,3.0,Yes,50.0,47.0,81.0,Yes,Low,23.0,7.0,2.735,Business and Finance,Economics
3309,19.0,Female,42.0,Kinesthetic,9.0,No,57.0,86.0,53.0,No,Low,8.0,8.0,3.535,Health Sciences,Pharmacy
3310,28.0,Female,21.0,Auditory,13.0,Yes,52.0,70.0,61.0,No,Low,24.0,8.0,3.14,Health Sciences,Public Health
3311,28.0,Male,24.0,Kinesthetic,17.0,Yes,92.0,90.0,61.0,Yes,Low,27.0,4.0,4.24,Engineering,Electronic
3312,20.0,Male,34.0,Visual,18.0,No,80.0,80.0,64.0,Yes,Low,28.0,10.0,3.84,Engineering,Electrical
3313,26.0,Female,25.0,Auditory,12.0,Yes,82.0,68.0,69.0,No,Low,14.0,4.0,3.62,Engineering,Electronic
3314,18.0,Female,27.0,Auditory,10.0,Yes,75.0,78.0,69.0,Yes,Medium,7.0,8.0,3.765,Business and Finance,Economics
3315,18.0,Male,48.0,Visual,12.0,No,100.0,53.0,60.0,No,Medium,27.0,7.0,3.425,Engineering,Mechanical
3316,23.0,Female,17.0,Reading/Writing,6.0,Yes,72.0,43.0,58.0,Yes,High,29.0,6.0,2.735,Health Sciences,Nursing
3317,29.0,Male,28.0,Auditory,15.0,Yes,94.0,75.0,68.0,Yes,Low,25.0,5.0,3.965,Health Sciences,Medical Technology
3318,26.0,Female,39.0,Auditory,14.0,Yes,93.0,52.0,79.0,Yes,Medium,25.0,8.0,3.485,Business and Finance,Business Administration
3319,22.0,Male,44.0,Reading/Writing,10.0,Yes,52.0,69.0,94.0,Yes,Low,12.0,7.0,3.445,Engineering,Computer
3320,26.0,Female,17.0,Reading/Writing,13.0,Yes,73.0,71.0,97.0,Yes,Medium,5.0,8.0,3.84,Engineering,Computer
3321,23.0,Female,49.0,Reading/Writing,12.0,No,54.0,73.0,92.0,Yes,Low,23.0,4.0,3.555,Health Sciences,Public Health
3322,22.0,Male,12.0,Reading/Writing,2.0,No,64.0,84.0,64.0,Yes,Low,26.0,10.0,3.7,Health Sciences,Pharmacy
3323,27.0,Female,44.0,Visual,8.0,No,60.0,82.0,84.0,No,Medium,30.0,5.0,3.79,Business and Finance,Business Administration
3324,26.0,Female,28.0,Auditory,13.0,No,72.0,95.0,62.0,Yes,High,8.0,8.0,4.075,Engineering,Electrical
3325,20.0,Female,13.0,Visual,8.0,Yes,93.0,41.0,83.0,Yes,Medium,19.0,8.0,3.25,Health Sciences,Public Health
3326,27.0,Female,8.0,Auditory,0.0,Yes,55.0,78.0,62.0,Yes,Medium,23.0,8.0,3.395,Business and Finance,Accountancy
3327,29.0,Male,38.0,Reading/Writing,18.0,Yes,52.0,66.0,61.0,Yes,Medium,27.0,10.0,3.04,Business and Finance,Business Administration
3328,21.0,Male,16.0,Reading/Writing,11.0,No,72.0,64.0,62.0,Yes,Low,6.0,7.0,3.3,Engineering,Mechanical
3329,18.0,Female,22.0,Reading/Writing,5.0,Yes,70.0,56.0,80.0,No,Medium,22.0,7.0,3.25,Business and Finance,Economics
3330,26.0,Male,40.0,Visual,5.0,Yes,82.0,62.0,63.0,Yes,Medium,30.0,5.0,3.41,Business and Finance,Business Administration
3331,26.0,Female,38.0,Reading/Writing,17.0,Yes,74.0,71.0,54.0,Yes,Medium,18.0,7.0,3.425,Business and Finance,Economics
3332,25.0,Female,47.0,Auditory,4.0,Yes,62.0,40.0,68.0,Yes,High,11.0,4.0,2.61,Engineering,Computer
3333,22.0,Male,22.0,Kinesthetic,16.0,Yes,68.0,87.0,84.0,Yes,High,6.0,8.0,4.035,Business and Finance,Economics
3334,19.0,Female,39.0,Auditory,14.0,Yes,90.0,97.0,52.0,Yes,High,2.0,7.0,4.295,Health Sciences,Medical Technology
3335,22.0,Male,8.0,Visual,14.0,Yes,72.0,41.0,82.0,Yes,Medium,29.0,4.0,2.925,Business and Finance,Economics
3336,29.0,Male,49.0,Visual,19.0,Yes,93.0,49.0,69.0,No,Medium,28.0,6.0,3.31,Engineering,Electronic
3338,21.0,Male,30.0,Reading/Writing,5.0,Yes,98.0,69.0,59.0,Yes,Low,1.0,7.0,3.785,Health Sciences,Nursing
3339,27.0,Male,17.0,Kinesthetic,9.0,No,64.0,87.0,97.0,Yes,Low,28.0,6.0,4.105,Engineering,Computer
3340,28.0,Female,15.0,Visual,10.0,No,95.0,42.0,93.0,No,Medium,0.0,6.0,3.405,Health Sciences,Medical Technology
3341,29.0,Male,47.0,Kinesthetic,0.0,Yes,97.0,43.0,81.0,Yes,High,7.0,10.0,3.34,Health Sciences,Pharmacy
3342,21.0,Male,24.0,Kinesthetic,14.0,Yes,86.0,50.0,96.0,Yes,Medium,20.0,7.0,3.5,Business and Finance,Accountancy
3343,26.0,Male,41.0,Visual,4.0,No,81.0,42.0,59.0,No,Low,15.0,8.0,2.855,Health Sciences,Medical Technology
3344,25.0,Male,18.0,Kinesthetic,4.0,No,75.0,61.0,63.0,Yes,High,23.0,8.0,3.28,Health Sciences,Nursing
3345,19.0,Male,13.0,Reading/Writing,10.0,No,66.0,99.0,50.0,Yes,Low,7.0,6.0,3.965,Business and Finance,Business Administration
3346,26.0,Female,9.0,Auditory,18.0,No,89.0,88.0,83.0,No,Low,23.0,7.0,4.365,Health Sciences,Nursing
3347,25.0,Male,30.0,Reading/Writing,18.0,Yes,64.0,73.0,94.0,No,Low,24.0,10.0,3.725,Engineering,Electrical
3348,21.0,Female,34.0,Auditory,3.0,Yes,90.0,91.0,56.0,Yes,Low,21.0,5.0,4.185,Business and Finance,Entrepreneurship
3349,27.0,Male,26.0,Reading/Writing,14.0,Yes,72.0,49.0,97.0,Yes,High,17.0,9.0,3.275,Engineering,Electrical
3351,25.0,Female,45.0,Visual,15.0,Yes,60.0,57.0,83.0,Yes,High,11.0,10.0,3.155,Health Sciences,Medical Technology
3352,26.0,Female,10.0,Reading/Writing,0.0,No,58.0,72.0,68.0,Yes,Medium,5.0,6.0,3.35,Business and Finance,Business Administration
3353,29.0,Female,7.0,Auditory,18.0,Yes,88.0,99.0,73.0,Yes,High,21.0,7.0,4.525,Business and Finance,Economics
3354,21.0,Male,13.0,Auditory,13.0,Yes,80.0,65.0,87.0,Yes,Medium,22.0,6.0,3.695,Health Sciences,Nursing
3355,19.0,Male,41.0,Auditory,0.0,Yes,100.0,94.0,92.0,No,High,2.0,10.0,4.77,Business and Finance,Economics
3356,19.0,Male,33.0,Kinesthetic,14.0,No,65.0,78.0,56.0,Yes,Medium,3.0,4.0,3.485,Engineering,Electronic
3357,24.0,Female,32.0,Reading/Writing,19.0,Yes,64.0,55.0,57.0,No,Medium,26.0,7.0,2.905,Engineering,Mechanical
3358,26.0,Female,44.0,Visual,10.0,Yes,91.0,65.0,51.0,Yes,High,25.0,4.0,3.5,Engineering,Computer
3359,18.0,Male,21.0,Auditory,11.0,Yes,74.0,42.0,76.0,No,Medium,4.0,5.0,2.92,Health Sciences,Medical Technology
3360,27.0,Male,29.0,Visual,6.0,Yes,87.0,72.0,63.0,Yes,Medium,9.0,10.0,3.735,Business and Finance,Business Administration
3361,19.0,Male,5.0,Auditory,12.0,Yes,58.0,95.0,53.0,Yes,High,2.0,8.0,3.775,Health Sciences,Medical Technology
3362,25.0,Male,42.0,Kinesthetic,17.0,Yes,82.0,55.0,60.0,Yes,High,22.0,6.0,3.205,Engineering,Electronic
3363,29.0,Female,8.0,Visual,14.0,No,84.0,86.0,89.0,Yes,Medium,11.0,9.0,4.3,Engineering,Mechanical
3364,24.0,Male,33.0,Visual,14.0,No,72.0,91.0,90.0,No,High,12.0,7.0,4.255,Engineering,Electronic
3365,20.0,Female,44.0,Visual,4.0,No,92.0,63.0,92.0,No,Medium,30.0,10.0,3.875,Business and Finance,Accountancy
3366,28.0,Male,34.0,Reading/Writing,8.0,Yes,85.0,71.0,67.0,Yes,Medium,22.0,10.0,3.72,Engineering,Electrical
3367,28.0,Male,30.0,Reading/Writing,6.0,Yes,83.0,43.0,91.0,Yes,Medium,9.0,10.0,3.23,Health Sciences,Pharmacy
3368,22.0,Female,30.0,Reading/Writing,8.0,Yes,73.0,99.0,93.0,No,High,3.0,9.0,4.5,Business and Finance,Business Administration
3369,26.0,Male,14.0,Auditory,16.0,No,86.0,79.0,91.0,Yes,Low,20.0,7.0,4.175,Engineering,Mechanical
3370,27.0,Male,45.0,Auditory,14.0,Yes,68.0,98.0,83.0,Yes,Medium,18.0,6.0,4.3,Health Sciences,Medical Technology
3371,26.0,Female,10.0,Auditory,20.0,No,64.0,49.0,84.0,Yes,Medium,21.0,9.0,3.025,Health Sciences,Public Health
3372,29.0,Male,16.0,Auditory,5.0,Yes,75.0,46.0,83.0,Yes,Medium,16.0,5.0,3.105,Health Sciences,Pharmacy
3373,18.0,Male,34.0,Auditory,0.0,No,95.0,78.0,90.0,No,Low,12.0,4.0,4.275,Health Sciences,Medical Technology
3374,20.0,Male,38.0,Auditory,8.0,Yes,96.0,69.0,72.0,No,Low,22.0,10.0,3.885,Health Sciences,Pharmacy
3375,22.0,Male,38.0,Auditory,17.0,Yes,54.0,73.0,85.0,Yes,Medium,19.0,8.0,3.485,Health Sciences,Medical Technology
3376,18.0,Male,15.0,Visual,8.0,No,70.0,46.0,60.0,No,Low,16.0,4.0,2.8,Health Sciences,Medical Technology
3377,23.0,Female,7.0,Reading/Writing,6.0,Yes,70.0,99.0,59.0,Yes,High,29.0,9.0,4.115,Health Sciences,Public Health
3378,23.0,Female,48.0,Auditory,19.0,Yes,60.0,40.0,93.0,Yes,Medium,24.0,7.0,2.83,Engineering,Electrical
3379,20.0,Male,39.0,Visual,19.0,No,63.0,48.0,69.0,Yes,Medium,16.0,6.0,2.835,Health Sciences,Public Health
3380,25.0,Male,28.0,Reading/Writing,3.0,Yes,81.0,43.0,95.0,No,Medium,27.0,7.0,3.24,Engineering,Computer
3381,29.0,Female,10.0,Kinesthetic,1.0,Yes,60.0,82.0,69.0,No,Medium,28.0,6.0,3.64,Business and Finance,Business Administration
3382,18.0,Male,11.0,Kinesthetic,9.0,Yes,80.0,88.0,84.0,Yes,Medium,29.0,10.0,4.24,Business and Finance,Economics
3383,29.0,Female,37.0,Kinesthetic,0.0,Yes,78.0,80.0,100.0,No,Medium,26.0,10.0,4.17,Engineering,Mechanical
3384,24.0,Female,44.0,Reading/Writing,13.0,No,62.0,75.0,59.0,Yes,Low,20.0,7.0,3.395,Health Sciences,Nursing
3385,22.0,Male,41.0,Kinesthetic,17.0,Yes,97.0,74.0,85.0,Yes,Low,16.0,9.0,4.155,Health Sciences,Nursing
3386,20.0,Male,39.0,Reading/Writing,15.0,No,83.0,92.0,60.0,No,Low,14.0,10.0,4.145,Health Sciences,Pharmacy
3387,18.0,Male,16.0,Kinesthetic,15.0,No,84.0,64.0,53.0,Yes,Medium,22.0,4.0,3.39,Engineering,Mechanical
3388,21.0,Male,40.0,Visual,14.0,Yes,74.0,54.0,69.0,Yes,Low,11.0,5.0,3.15,Health Sciences,Public Health
3389,20.0,Female,18.0,Auditory,14.0,No,67.0,54.0,71.0,Yes,Medium,20.0,9.0,3.065,Health Sciences,Medical Technology
3390,20.0,Female,14.0,Visual,18.0,Yes,86.0,50.0,76.0,Yes,Medium,21.0,4.0,3.3,Health Sciences,Medical Technology
3391,27.0,Female,41.0,Reading/Writing,17.0,Yes,75.0,99.0,55.0,Yes,Low,8.0,7.0,4.15,Health Sciences,Pharmacy
3392,28.0,Male,45.0,Reading/Writing,0.0,No,71.0,51.0,91.0,Yes,Low,11.0,8.0,3.25,Health Sciences,Public Health
3394,29.0,Male,24.0,Visual,10.0,Yes,51.0,100.0,83.0,No,Low,5.0,7.0,4.095,Business and Finance,Economics
3395,20.0,Male,32.0,Kinesthetic,18.0,Yes,91.0,67.0,56.0,No,Low,26.0,4.0,3.6,Engineering,Electrical
3396,18.0,Female,43.0,Kinesthetic,18.0,Yes,67.0,55.0,64.0,No,Medium,13.0,8.0,3.02,Health Sciences,Public Health
3397,22.0,Female,14.0,Auditory,10.0,Yes,60.0,40.0,94.0,Yes,Low,30.0,4.0,2.84,Business and Finance,Economics
3398,18.0,Male,27.0,Auditory,17.0,Yes,77.0,75.0,89.0,No,High,16.0,7.0,3.92,Engineering,Mechanical
3401,23.0,Female,11.0,Reading/Writing,9.0,Yes,77.0,59.0,73.0,Yes,Low,14.0,8.0,3.36,Health Sciences,Nursing
3402,21.0,Female,22.0,Auditory,10.0,Yes,64.0,40.0,95.0,Yes,Low,9.0,7.0,2.91,Health Sciences,Pharmacy
3403,27.0,Male,32.0,Visual,5.0,Yes,50.0,90.0,99.0,Yes,Medium,7.0,8.0,3.99,Business and Finance,Accountancy
3404,24.0,Male,41.0,Kinesthetic,4.0,Yes,90.0,63.0,77.0,Yes,Low,18.0,10.0,3.695,Engineering,Electrical
3405,22.0,Male,46.0,Kinesthetic,5.0,Yes,79.0,65.0,96.0,No,Medium,14.0,10.0,3.77,Business and Finance,Accountancy
3406,28.0,Male,23.0,Kinesthetic,0.0,Yes,50.0,51.0,79.0,Yes,Low,25.0,9.0,2.815,Business and Finance,Accountancy
3407,24.0,Female,40.0,Kinesthetic,0.0,Yes,93.0,45.0,84.0,No,High,19.0,8.0,3.36,Health Sciences,Pharmacy
3408,29.0,Male,47.0,Kinesthetic,8.0,Yes,88.0,51.0,63.0,Yes,Medium,17.0,5.0,3.225,Business and Finance,Business Administration
3409,21.0,Male,10.0,Visual,0.0,Yes,65.0,73.0,80.0,Yes,Medium,4.0,7.0,3.6,Engineering,Electrical
3411,19.0,Male,15.0,Auditory,4.0,Yes,82.0,79.0,84.0,No,Medium,17.0,10.0,4.045,Engineering,Computer
3413,18.0,Female,27.0,Reading/Writing,11.0,Yes,85.0,56.0,63.0,Yes,Low,26.0,4.0,3.305,Health Sciences,Medical Technology
3414,26.0,Female,18.0,Auditory,16.0,Yes,70.0,55.0,62.0,Yes,Low,23.0,5.0,3.045,Health Sciences,Pharmacy
3415,22.0,Other,20.0,Visual,3.0,Yes,93.0,97.0,74.0,Yes,Medium,23.0,9.0,4.56,Business and Finance,Accountancy
3416,22.0,Female,18.0,Auditory,14.0,Yes,91.0,89.0,79.0,Yes,Medium,7.0,5.0,4.38,Engineering,Electronic
3417,29.0,Female,45.0,Kinesthetic,2.0,No,62.0,98.0,61.0,No,Medium,16.0,4.0,3.99,Engineering,Electronic
3418,27.0,Male,28.0,Reading/Writing,12.0,Yes,74.0,79.0,60.0,Yes,High,22.0,9.0,3.685,Business and Finance,Entrepreneurship
3419,27.0,Female,16.0,Reading/Writing,16.0,Yes,72.0,62.0,84.0,No,Low,0.0,8.0,3.47,Business and Finance,Economics
3420,25.0,Male,8.0,Reading/Writing,14.0,No,83.0,53.0,79.0,Yes,Low,15.0,5.0,3.36,Engineering,Computer
3421,23.0,Female,16.0,Kinesthetic,11.0,Yes,51.0,65.0,61.0,No,Medium,26.0,8.0,3.0,Engineering,Computer
3422,18.0,Female,34.0,Reading/Writing,17.0,Yes,82.0,63.0,50.0,Yes,High,27.0,5.0,3.305,Business and Finance,Business Administration
3423,23.0,Female,28.0,Reading/Writing,19.0,Yes,53.0,96.0,95.0,Yes,Medium,12.0,8.0,4.145,Engineering,Electrical
3424,24.0,Male,20.0,Reading/Writing,4.0,No,75.0,55.0,77.0,Yes,Low,24.0,10.0,3.27,Business and Finance,Accountancy
3425,24.0,Female,16.0,Visual,1.0,No,91.0,50.0,61.0,Yes,Medium,22.0,5.0,3.225,Business and Finance,Entrepreneurship
3426,26.0,Female,48.0,Visual,16.0,Yes,56.0,79.0,57.0,No,Medium,10.0,10.0,3.385,Health Sciences,Nursing
3427,22.0,Male,28.0,Reading/Writing,5.0,No,85.0,41.0,66.0,Yes,Low,27.0,7.0,2.96,Engineering,Electrical
3428,27.0,Female,41.0,Auditory,10.0,Yes,57.0,98.0,89.0,Yes,Medium,9.0,7.0,4.195,Business and Finance,Entrepreneurship
3429,23.0,Male,10.0,Visual,7.0,Yes,79.0,52.0,52.0,Yes,Medium,12.0,6.0,3.005,Health Sciences,Public Health
3430,26.0,Male,12.0,Reading/Writing,7.0,Yes,74.0,82.0,59.0,Yes,Low,20.0,4.0,3.75,Engineering,Electrical
3431,22.0,Male,33.0,Reading/Writing,5.0,Yes,95.0,55.0,66.0,Yes,Medium,0.0,8.0,3.46,Business and Finance,Economics
3432,23.0,Male,17.0,Visual,4.0,No,64.0,56.0,54.0,Yes,Low,29.0,9.0,2.9,Business and Finance,Accountancy
3433,23.0,Female,30.0,Auditory,13.0,No,85.0,77.0,83.0,Yes,Medium,23.0,8.0,4.03,Engineering,Electrical
3434,18.0,Female,37.0,Auditory,20.0,Yes,68.0,53.0,58.0,Yes,Medium,12.0,10.0,2.925,Health Sciences,Public Health
3435,26.0,Other,18.0,Auditory,15.0,No,52.0,75.0,56.0,No,Medium,22.0,10.0,3.215,Business and Finance,Accountancy
3436,23.0,Female,47.0,Reading/Writing,3.0,No,78.0,54.0,78.0,Yes,Low,29.0,8.0,3.3,Business and Finance,Business Administration
3437,21.0,Female,17.0,Kinesthetic,16.0,No,79.0,58.0,65.0,Yes,Medium,11.0,4.0,3.285,Business and Finance,Business Administration
3438,29.0,Female,5.0,Reading/Writing,11.0,No,62.0,50.0,100.0,Yes,Medium,27.0,6.0,3.18,Business and Finance,Economics
3439,19.0,Male,42.0,Kinesthetic,14.0,No,100.0,60.0,55.0,Yes,Medium,24.0,6.0,3.55,Health Sciences,Public Health
3440,28.0,Female,30.0,Reading/Writing,4.0,Yes,64.0,80.0,55.0,Yes,High,18.0,7.0,3.51,Business and Finance,Economics
3441,26.0,Other,8.0,Auditory,12.0,No,53.0,80.0,59.0,No,High,0.0,4.0,3.385,Engineering,Mechanical
3442,21.0,Female,17.0,Kinesthetic,2.0,No,73.0,52.0,99.0,Yes,High,18.0,9.0,3.385,Engineering,Electronic
3443,26.0,Female,22.0,Auditory,14.0,Yes,93.0,70.0,82.0,No,High,30.0,6.0,3.965,Business and Finance,Entrepreneurship
3444,26.0,Male,29.0,Reading/Writing,14.0,No,76.0,47.0,90.0,Yes,Medium,12.0,6.0,3.215,Business and Finance,Economics
3445,22.0,Female,13.0,Visual,15.0,No,76.0,55.0,89.0,Yes,Medium,26.0,5.0,3.405,Engineering,Electrical
3446,28.0,Male,18.0,Reading/Writing,14.0,Yes,55.0,57.0,95.0,Yes,High,25.0,7.0,3.2,Health Sciences,Pharmacy
3447,20.0,Male,12.0,Reading/Writing,14.0,Yes,93.0,61.0,60.0,Yes,Medium,6.0,10.0,3.52,Engineering,Computer
3448,21.0,Female,11.0,Auditory,6.0,No,72.0,61.0,96.0,Yes,Low,30.0,4.0,3.565,Engineering,Computer
3449,26.0,Male,49.0,Visual,11.0,No,78.0,82.0,51.0,No,High,22.0,5.0,3.73,Business and Finance,Business Administration
3450,20.0,Female,43.0,Visual,0.0,Yes,80.0,89.0,63.0,Yes,Medium,26.0,5.0,4.055,Engineering,Electronic
3451,26.0,Female,32.0,Reading/Writing,17.0,No,89.0,99.0,71.0,No,Medium,6.0,5.0,4.52,Business and Finance,Business Administration
3452,20.0,Female,47.0,Kinesthetic,16.0,No,95.0,64.0,91.0,No,Medium,29.0,9.0,3.935,Business and Finance,Entrepreneurship
3453,24.0,Male,16.0,Kinesthetic,15.0,Yes,60.0,76.0,68.0,No,Low,7.0,8.0,3.48,Health Sciences,Public Health
3454,25.0,Female,17.0,Kinesthetic,11.0,Yes,66.0,86.0,64.0,Yes,Low,9.0,8.0,3.78,Health Sciences,Public Health
3455,28.0,Male,38.0,Auditory,2.0,No,96.0,41.0,56.0,Yes,Low,25.0,10.0,3.025,Business and Finance,Economics
3456,26.0,Female,9.0,Visual,15.0,No,70.0,51.0,52.0,Yes,Medium,8.0,7.0,2.845,Business and Finance,Economics
3457,22.0,Male,48.0,Kinesthetic,12.0,Yes,90.0,73.0,95.0,No,Medium,12.0,6.0,4.125,Health Sciences,Medical Technology
3458,23.0,Female,21.0,Reading/Writing,6.0,Yes,87.0,55.0,58.0,No,Medium,8.0,9.0,3.26,Engineering,Mechanical
3459,25.0,Male,31.0,Reading/Writing,11.0,Yes,99.0,62.0,94.0,Yes,High,11.0,9.0,3.975,Business and Finance,Business Administration
3460,23.0,Male,6.0,Auditory,2.0,Yes,76.0,71.0,64.0,Yes,Low,16.0,7.0,3.555,Business and Finance,Entrepreneurship
3461,24.0,Female,15.0,Reading/Writing,1.0,Yes,51.0,99.0,51.0,No,Low,5.0,10.0,3.75,Engineering,Mechanical
3462,25.0,Male,11.0,Auditory,3.0,Yes,98.0,94.0,50.0,Yes,Medium,19.0,5.0,4.32,Engineering,Mechanical
3463,25.0,Male,22.0,Auditory,18.0,No,81.0,80.0,50.0,No,Medium,4.0,7.0,3.715,Business and Finance,Accountancy
3464,21.0,Female,24.0,Visual,13.0,No,73.0,75.0,60.0,Yes,High,18.0,4.0,3.57,Business and Finance,Business Administration
3466,27.0,Other,23.0,Reading/Writing,5.0,No,70.0,93.0,67.0,Yes,High,17.0,10.0,4.045,Health Sciences,Nursing
3467,22.0,Male,7.0,Kinesthetic,13.0,Yes,91.0,58.0,65.0,Yes,Medium,24.0,7.0,3.465,Business and Finance,Economics
3468,23.0,Female,17.0,Reading/Writing,5.0,Yes,85.0,79.0,54.0,Yes,Medium,20.0,7.0,3.79,Health Sciences,Pharmacy
3469,24.0,Female,42.0,Kinesthetic,13.0,No,68.0,56.0,67.0,Yes,Low,20.0,10.0,3.09,Engineering,Computer
3470,21.0,Female,18.0,Auditory,14.0,Yes,99.0,81.0,65.0,No,Low,11.0,5.0,4.16,Engineering,Mechanical
3471,26.0,Male,44.0,Reading/Writing,2.0,No,74.0,49.0,94.0,Yes,Medium,3.0,7.0,3.275,Engineering,Mechanical
3472,23.0,Female,43.0,Visual,19.0,No,100.0,90.0,75.0,Yes,Low,8.0,4.0,4.5,Business and Finance,Accountancy
